Symbol,Series,Security Name,Band,Remarks
INDIGRID,IV,INDIGRID INFRASTRUCTURE TRUST,20,"-"
INDNIPPON,EQ,INDIA NIPPON ELECTRICALS LIMITED,20,"-"
INDOAMIN,EQ,INDO AMINES LIMITED,20,"-"
INDOBORAX,EQ,INDO BORAX & CHEMICALS LIMITED,20,"-"
INDOCO,EQ,INDOCO REMEDIES LIMITED,20,"-"
INDOFARM,EQ,INDO FARM EQUIPMENT LIMITED,20,"-"
INDORAMA,EQ,INDO RAMA SYNTHETICS (INDIA) LIMITED,20,"-"
INDOSTAR,EQ,INDOSTAR CAPITAL FINANCE LIMITED,20,"-"
INDOWIND,EQ,INDOWIND ENERGY LIMITED,20,"-"
INDRAMEDCO,EQ,INDRAPRASTHA MEDICAL CORPORATION LIMITED,20,"-"
INDSWFTLAB,EQ,IND-SWIFT LABORATORIES LIMITED,20,"-"
INDTERRAIN,EQ,INDIAN TERRAIN FASHIONS LIMITED,20,"-"
INDUSINVIT,IV,INDUS INFRA TRUST,20,"-"
INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,20,"-"
INFOBEAN,EQ,INFOBEANS TECHNO. LTD.,20,"-"
INFRABEES,EQ,NIPPON INDIA ETF NIFTY INFRASTRUCTURE BEES,20,"-"
INFRAIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND-ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF,20,"-"
INGERRAND,EQ,INGERSOLL RAND (INDIA) LIMITED,20,"-"
INM,SM,INTERIORS & MORE LIMITED,20,"-"
INNOMET,SM,INNOMET ADVANCED MATERIALS LIMITED,20,"-"
INNOVACAP,EQ,INNOVA CAPTAB LIMITED,20,"-"
INNOVANA,EQ,INNOVANA THINKLABS LIMITED,20,"-"
INOXGREEN,EQ,INOX GREEN ENERGY SERVICES LIMITED,20,"-"
INOXINDIA,EQ,INOX INDIA LIMITED,20,"-"
INOXWIND,EQ,INOX WIND LIMITED,20,"-"
INSECTICID,EQ,INSECTICIDES (INDIA) LIMITED,20,"-"
INSPIRE,SM,INSPIRE FILMS LIMITED,20,"-"
INTELLECT,EQ,INTELLECT DESIGN ARENA LIMITED,20,"-"
INTENTECH,EQ,INTENSE TECHNOLOGIES LIMITED,20,"-"
INTERARCH,EQ,INTERARCH BUILDING PRODUCTS LIMITED,20,"-"
INTERISE,IV,INTERISE TRUST,20,"-"
INTLCONV,EQ,INTERNATIONAL CONVEYORS LIMITED,20,"-"
INVENTURE,EQ,INVENTURE GROWTH & SECURITIES LIMITED,20,"-"
IOB,EQ,INDIAN OVERSEAS BANK,20,"-"
IOLCP,EQ,IOL CHEMICALS AND PHARMACEUTICALS LIMITED,20,"-"
IONEXCHANG,EQ,ION EXCHANGE (INDIA) LIMITED,20,"-"
IPL,EQ,INDIA PESTICIDES LIMITED,20,"-"
IPSL,SM,INTEGRATED PERSONNEL SERVICES LIMITED,20,"-"
IRBINVIT,IV,IRB INVIT FUND,20,"-"
IRBIT,IV,IRB INFRASTRUCTURE TRUST,20,"-"
IRCON,EQ,IRCON INTERNATIONAL LIMITED,20,"-"
IREDA,EQ,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,20,"-"
IRISDOREME,EQ,IRIS CLOTHINGS LIMITED,20,"-"
IRMENERGY,EQ,IRM ENERGY LIMITED,20,"-"
ISEC,EQ,ICICI SECURITIES LIMITED,20,"-"
ISFT,EQ,INTRASOFT TECHNOLOGIES LIMITED,20,"-"
ISGEC,EQ,ISGEC HEAVY ENGINEERING LIMITED,20,"-"
IT,EQ,KOTAK NIFTY IT ETF,20,"-"
ITALIANE,SM,ITALIAN EDIBLES LIMITED,20,"-"
ITBEES,EQ,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,20,"-"
ITCHOTELS,EQ,ITC HOTELS LIMITED,20,"-"
ITDC,EQ,INDIA TOURISM DEVELOPMENT CORPORATION LIMITED,20,"-"
ITDCEM,EQ,ITD CEMENTATION INDIA LIMITED,20,"-"
ITETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY IT ETF,20,"-"
ITETFADD,EQ,DSP MUTUAL FUND - DSP NIFTY IT ETF,20,"-"
ITIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY IT ETF,20,"-"
IVC,EQ,IL&FS INVESTMENT MANAGERS LIMITED,20,"-"
IVP,EQ,IVP LIMITED,20,"-"
IVZINGOLD,EQ,INVESCO INDIA GOLD EXCHANGE TRADED FUND,20,"-"
IVZINNIFTY,EQ,INVESCO INDIA NIFTY EXCHANGE TRADED FUND,20,"-"
IXIGO,EQ,LE TRAVENUES TECHNOLOGY LIMITED,20,"-"
JAGRAN,EQ,JAGRAN PRAKASHAN LIMITED,20,"-"
JAGSNPHARM,EQ,JAGSONPAL PHARMACEUTICALS LIMITED,20,"-"
JAIBALAJI,EQ,JAI BALAJI INDUSTRIES LIMITED,20,"-"
JAIPURKURT,EQ,NANDANI CREATION LIMITED,20,"-"
JAMNAAUTO,EQ,JAMNA AUTO INDUSTRIES LIMITED,20,"-"
JASH,EQ,JASH ENGINEERING LIMITED,20,"-"
JAYAGROGN,EQ,JAYANT AGRO ORGANICS LIMITED,20,"-"
JAYBARMARU,EQ,JAY BHARAT MARUTI LIMITED,20,"-"
JAYNECOIND,EQ,JAYASWAL NECO INDUSTRIES LIMITED,20,"-"
JAYSREETEA,EQ,JAYSHREE TEA & INDUSTRIES LIMITED,20,"-"
JBCHEPHARM,EQ,JB CHEMICALS & PHARMACEUTICALS LIMITED,20,"-"
JBMA,EQ,JBM AUTO LIMITED,20,"-"
JCHAC,EQ,JOHNSON CONTROLS - HITACHI AIR CONDITIONING INDIA LIMITED,20,"-"
JEYYAM,SM,JEYYAM GLOBAL FOODS LIMITED,20,"-"
JGCHEM,EQ,J.G.CHEMICALS LIMITED,20,"-"
JINDALPHOT,EQ,JINDAL PHOTO LIMITED,20,"-"
JINDALPOLY,EQ,JINDAL POLY FILMS LIMITED,20,"-"
JINDALSAW,EQ,JINDAL SAW LIMITED,20,"-"
JINDRILL,EQ,JINDAL DRILLING AND INDUSTRIES LIMITED,20,"-"
JINDWORLD,EQ,JINDAL WORLDWIDE LIMITED,20,"-"
JISLDVREQS,EQ,JAIN IRRIGATION SYSTEMS LIMITED,20,"-"
JISLJALEQS,EQ,JAIN IRRIGATION SYSTEMS LIMITED,20,"-"
J&KBANK,EQ,THE JAMMU & KASHMIR BANK LIMITED,20,"-"
JKIL,EQ,J.KUMAR INFRAPROJECTS LIMITED,20,"-"
JKLAKSHMI,EQ,JK LAKSHMI CEMENT LIMITED,20,"-"
JKPAPER,EQ,JK PAPER LIMITED,20,"-"
JKTYRE,EQ,JK TYRE & INDUSTRIES LIMITED,20,"-"
JLHL,EQ,JUPITER LIFE LINE HOSPITALS LIMITED,20,"-"
JMA,EQ,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,20,"-"
JMFINANCIL,EQ,JM FINANCIAL LIMITED,20,"-"
JNKINDIA,EQ,JNK INDIA LIMITED,20,"-"
JOCIL,EQ,JOCIL LIMITED,20,"-"
JPOLYINVST,EQ,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,20,"-"
JPPOWER,EQ,JAIPRAKASH POWER VENTURES LIMITED,20,"-"
JSFB,EQ,JANA SMALL FINANCE BANK LIMITED,20,"-"
JSLL,SM,JEENA SIKHO LIFECARE LIMITED,20,"-"
JTEKTINDIA,EQ,JTEKT INDIA LIMITED,20,"-"
JTLIND,EQ,JTL INDUSTRIES LIMITED,20,"-"
JUBLINGREA,EQ,JUBILANT INGREVIA LIMITED,20,"-"
JUBLPHARMA,EQ,JUBILANT PHARMOVA LIMITED,20,"-"
JUNIORBEES,EQ,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES,20,"-"
JUSTDIAL,EQ,JUST DIAL LIMITED,20,"-"
JWL,EQ,JUPITER WAGONS LIMITED,20,"-"
JYOTHYLAB,EQ,JYOTHY LABS LIMITED,20,"-"
JYOTICNC,EQ,JYOTI CNC AUTOMATION LIMITED,20,"-"
JYOTI-RE1,BE,JYOTI STRUCTURE LTD-RE,20,"-"
JYOTISTRUC,EQ,JYOTI STRUCTURES LIMITED,20,"-"
KABRAEXTRU,EQ,KABRA EXTRUSION TECHNIK LIMITED,20,"-"
KAJARIACER,EQ,KAJARIA CERAMICS LIMITED,20,"-"
KAKATCEM,EQ,KAKATIYA CEMENT SUGAR & INDUSTRIES LIMITED,20,"-"
KALAMANDIR,EQ,SAI SILKS (KALAMANDIR) LIMITED,20,"-"
KALANA,SM,KALANA ISPAT LIMITED,20,"-"
KAMATHOTEL,EQ,KAMAT HOTELS (I) LIMITED,20,"-"
KAMDHENU,EQ,KAMDHENU LIMITED,20,"-"
KANANIIND,EQ,KANANI INDUSTRIES LIMITED,20,"-"
KANORICHEM,EQ,KANORIA CHEMICALS & INDUSTRIES LIMITED,20,"-"
KANPRPLA,EQ,KANPUR PLASTIPACK LIMITED,20,"-"
KANSAINER,EQ,KANSAI NEROLAC PAINTS LIMITED,20,"-"
KAPSTON,EQ,KAPSTON SERVICES LIMITED,20,"-"
KARNIKA,SM,KARNIKA INDUSTRIES LIMITED,20,"-"
KARURVYSYA,EQ,KARUR VYSYA BANK LIMITED,20,"-"
KAYNES,EQ,KAYNES TECHNOLOGY INDIA LIMITED,20,"-"
KCP,EQ,KCP LIMITED,20,"-"
KCPSUGIND,EQ,KCP SUGAR AND INDUSTRIES CORPORATION LIMITED,20,"-"
KEC,EQ,KEC INTERNATIONAL LIMITED,20,"-"
KECL,EQ,KIRLOSKAR ELECTRIC COMPANY LIMITED,20,"-"
KEL,SM,KUNDAN EDIFICE LIMITED,20,"-"
KELLTONTEC,EQ,KELLTON TECH SOLUTIONS LIMITED,20,"-"
KESORAMIND,EQ,KESORAM INDUSTRIES LIMITED,20,"-"
KEYFINSERV,EQ,KEYNOTE FINANCIAL SERVICES LIMITED,20,"-"
KFINTECH,EQ,KFIN TECHNOLOGIES LIMITED,20,"-"
KHADIM,EQ,KHADIM INDIA LIMITED,20,"-"
KHAICHEM,EQ,KHAITAN CHEMICALS & FERTILIZERS LIMITED,20,"-"
KHANDSE,EQ,KHANDWALA SECURITIES LIMITED,20,"-"
KHFM,SM,KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED,20,"-"
KICL,EQ,KALYANI INVESTMENT COMPANY LIMITED,20,"-"
KILITCH,EQ,KILITCH DRUGS (INDIA) LIMITED,20,"-"
KIMS,EQ,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED,20,"-"
KINGFA,EQ,KINGFA SCIENCE & TECHNOLOGY (INDIA) LIMITED,20,"-"
KIOCL,EQ,KIOCL LIMITED,20,"-"
KIRIINDUS,EQ,KIRI INDUSTRIES LIMITED,20,"-"
KIRLOSBROS,EQ,KIRLOSKAR BROTHERS LIMITED,20,"-"
KIRLOSENG,EQ,KIRLOSKAR OIL ENGINES LIMITED,20,"-"
KIRLOSIND,EQ,KIRLOSKAR INDUSTRIES LIMITED,20,"-"
KIRLPNU,EQ,KIRLOSKAR PNEUMATIC COMPANY LIMITED,20,"-"
KKCL,EQ,KEWAL KIRAN CLOTHING LIMITED,20,"-"
KLL,SM,KAUSHALYA LOGISTICS LIMITED,20,"-"
KMEW,EQ,KNOWLEDGE MARINE & ENGINEERING WORKS LIMITED,20,"-"
KMSUGAR,EQ,K.M.SUGAR MILLS LIMITED,20,"-"
KNAGRI,SM,KN AGRI RESOURCES LIMITED,20,"-"
KNRCON,EQ,KNR CONSTRUCTIONS LIMITED,20,"-"
KODYTECH,SM,KODY TECHNOLAB LIMITED,20,"-"
KOHINOOR,EQ,KOHINOOR FOODS LIMITED,20,"-"
KOKUYOCMLN,EQ,KOKUYO CAMLIN LIMITED,20,"-"
KOLTEPATIL,EQ,KOLTE - PATIL DEVELOPERS LIMITED,20,"-"
KOTARISUG,EQ,KOTHARI SUGARS AND CHEMICALS LIMITED,20,"-"
KOTHARIPET,EQ,KOTHARI PETROCHEMICALS LIMITED,20,"-"
KPIL,EQ,KALPATARU PROJECTS INTERNATIONAL LIMITED,20,"-"
KPRMILL,EQ,K.P.R. MILL LIMITED,20,"-"
KRBL,EQ,KRBL LIMITED,20,"-"
KRISHANA,EQ,KRISHANA PHOSCHEM LIMITED,20,"-"
KRITINUT,EQ,KRITI NUTRIENTS LIMITED,20,"-"
KRN,EQ,KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,20,"-"
KRONOX,EQ,KRONOX LAB SCIENCES LIMITED,20,"-"
KROSS,EQ,KROSS LIMITED,20,"-"
KRSNAA,EQ,KRSNAA DIAGNOSTICS LIMITED,20,"-"
KRYSTAL,EQ,KRYSTAL INTEGRATED SERVICES LIMITED,20,"-"
KSB,EQ,KSB LIMITED,20,"-"
KSCL,EQ,KAVERI SEED COMPANY LIMITED,20,"-"
KSL,EQ,KALYANI STEELS LIMITED,20,"-"
KSOLVES,EQ,KSOLVES INDIA LIMITED,20,"-"
KTKBANK,EQ,THE KARNATAKA BANK LIMITED,20,"-"
KUANTUM,EQ,KUANTUM PAPERS LIMITED,20,"-"
LAGNAM,EQ,LAGNAM SPINTEX LIMITED,20,"-"
LANCORHOL,EQ,LANCOR HOLDINGS LIMITED,20,"-"
LANDMARK,EQ,LANDMARK CARS LIMITED,20,"-"
LAOPALA,EQ,LA OPALA RG LIMITED,20,"-"
LASA,EQ,LASA SUPERGENERICS LIMITED,20,"-"
LATENTVIEW,EQ,LATENT VIEW ANALYTICS LIMITED,20,"-"
LAXMICOT,EQ,LAXMI COTSPIN LIMITED,20,"-"
LAXMIDENTL,EQ,LAXMI DENTAL LIMITED,20,"-"
LEMONTREE,EQ,LEMON TREE HOTELS LIMITED,20,"-"
LEXUS,EQ,LEXUS GRANITO (INDIA) LIMITED,20,"-"
LFIC,EQ,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LIMITED,20,"-"
LGBBROSLTD,EQ,LG BALAKRISHNAN & BROS LIMITED,20,"-"
LIBAS,EQ,LIBAS CONSUMER PRODUCTS LIMITED,20,"-"
LIBERTSHOE,EQ,LIBERTY SHOES LIMITED,20,"-"
LICMFGOLD,EQ,LIC MF GOLD EXCHANGE TRADED FUND,20,"-"
LICNETFGSC,EQ,LIC MF - LIC MF G-SEC LT ETF - GO,20,"-"
LICNETFN50,EQ,LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50,20,"-"
LICNETFSEN,EQ,LIC MUTUAL FUND - LIC MF EXCHANGE TRADED FUND - SENSEX,20,"-"
LICNFNHGP,EQ,LIC MF - LIC MF ETF - NIFTY 100,20,"-"
LICNMID100,EQ,LIC MUTUAL FUND - LIC MF NIFTY MIDCAP 100 ETF,20,"-"
LIKHITHA,EQ,LIKHITHA INFRASTRUCTURE LIMITED,20,"-"
LINC,EQ,LINC LIMITED,20,"-"
LINCOLN,EQ,LINCOLN PHARMACEUTICALS LIMITED,20,"-"
LINDEINDIA,EQ,LINDE INDIA LIMITED,20,"-"
LIQUID,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 1D RATE LIQUID ETF,20,"-"
LIQUID1,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY 1D RATE LIQUID ETF,20,"-"
LIQUIDADD,EQ,DSP BSE LIQUID RATE ETF,20,"-"
LIQUIDBETF,EQ,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF-GROWTH,20,"-"
LIQUIDCASE,EQ,ZERODHA FUND HOUSE - ZERODHA NIFTY 1D RATE LIQUID ETF,20,"-"
LIQUIDETF,EQ,DSP NIFTY 1D RATE LIQUID ETF,20,"-"
LIQUIDIETF,EQ,ICICI PRUDENTIAL BSE LIQUID RATE ETF,20,"-"
LIQUIDPLUS,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 1D RATE LIQUID ETF-GROWTH,20,"-"
LIQUIDSBI,EQ,SBI MUTUAL FUND - SBI NIFTY 1D RATE ETF,20,"-"
LIQUIDSHRI,EQ,SHRIRAM MUTUAL FUND -SHRIRAM NIFTY 1D RATE LIQUID ETF,20,"-"
LLOYDS,SM,LLOYDS LUXURIES LIMITED,20,"-"
LLOYDSENGG,EQ,LLOYDS ENGINEERING WORKS LIMITED,20,"-"
LLOYDSENT,EQ,LLOYDS ENTERPRISES LIMITED,20,"-"
LLOYDSME,EQ,LLOYDS METALS AND ENERGY LIMITED,20,"-"
LMW,EQ,LMW LIMITED,20,"-"
LOTUSEYE,EQ,LOTUS EYE HOSPITAL AND INSTITUTE LIMITED,20,"-"
LOVABLE,EQ,LOVABLE LINGERIE LIMITED,20,"-"
LOWVOL,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF,20,"-"
LOWVOL1,EQ,KOTAK NIFTY 100 LOW VOLATILITY 30 ETF,20,"-"
LOWVOLIETF,EQ,ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF,20,"-"
LTFOODS,EQ,LT FOODS LIMITED,20,"-"
LTGILTBEES,EQ,NIPPON INDIA ETF NIFTY 8-13 YR G-SEC LONG TERM GILT,20,"-"
LUMAXIND,EQ,LUMAX INDUSTRIES LIMITED,20,"-"
LUMAXTECH,EQ,LUMAX AUTO TECHNOLOGIES LIMITED,20,"-"
LUXIND,EQ,LUX INDUSTRIES LIMITED,20,"-"
LXCHEM,EQ,LAXMI ORGANIC INDUSTRIES LIMITED,20,"-"
LYKALABS,EQ,LYKA LABS LIMITED,20,"-"
LYPSAGEMS,EQ,LYPSA GEMS & JEWELLERY LIMITED,20,"-"
MACOBSTECH,SM,MACOBS TECHNOLOGIES LIMITED,20,"-"
MADHAV,EQ,MADHAV MARBLES AND GRANITES LIMITED,20,"-"
MADHAVBAUG,SM,VAIDYA SANE AYURVED LABORATORIES LIMITED,20,"-"
MADHUSUDAN,SM,MADHUSUDAN MASALA LIMITED,20,"-"
MADRASFERT,EQ,MADRAS FERTILIZERS LIMITED,20,"-"
MAFANG,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NYSE FANG+ ETF,20,"-"
MAGADSUGAR,EQ,MAGADH SUGAR & ENERGY LIMITED,20,"-"
MAGNUM,EQ,MAGNUM VENTURES LIMITED,20,"-"
MAHABANK,EQ,BANK OF MAHARASHTRA,20,"-"
MAHAPEXLTD,EQ,MAHA RASHTRA APEX CORPORATION LIMITED,20,"-"
MAHESHWARI,EQ,MAHESHWARI LOGISTICS LIMITED,20,"-"
MAHICKRA,SM,MAHICKRA CHEMICALS LIMITED,20,"-"
MAHKTECH,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET HANG SENG TECH ETF,20,"-"
MAHLIFE,EQ,MAHINDRA LIFESPACE DEVELOPERS LIMITED,20,"-"
MAHLOG,EQ,MAHINDRA LOGISTICS LIMITED,20,"-"
MAHSCOOTER,EQ,MAHARASHTRA SCOOTERS LIMITED,20,"-"
MAHSEAMLES,EQ,MAHARASHTRA SEAMLESS LIMITED,20,"-"
MAITHANALL,EQ,MAITHAN ALLOYS LIMITED,20,"-"
MAKEINDIA,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY INDIA MANUFACTURING ETF,20,"-"
MAL,SM,MANGALAM ALLOYS LIMITED,20,"-"
MALLCOM,EQ,MALLCOM (INDIA) LIMITED,20,"-"
MALUPAPER,EQ,MALU PAPER MILLS LIMITED,20,"-"
MAMATA,EQ,MAMATA MACHINERY LIMITED,20,"-"
MANAKALUCO,EQ,MANAKSIA ALUMINIUM COMPANY LIMITED,20,"-"
MANAKSIA,EQ,MANAKSIA LIMITED,20,"-"
MANAKSTEEL,EQ,MANAKSIA STEELS LIMITED,20,"-"
MANALIPETC,EQ,MANALI PETROCHEMICALS LIMITED,20,"-"
MANBA,EQ,MANBA FINANCE LIMITED,20,"-"
MANCREDIT,EQ,MANGAL CREDIT AND FINCORP LIMITED,20,"-"
MANGALAM,EQ,MANGALAM DRUGS AND ORGANICS LIMITED,20,"-"
MANGCHEFER,EQ,MANGALORE CHEMICALS & FERTILIZERS LIMITED,20,"-"
MANGLMCEM,EQ,MANGALAM CEMENT LIMITED,20,"-"
MANINDS,EQ,MAN INDUSTRIES (INDIA) LIMITED,20,"-"
MANINFRA,EQ,MAN INFRACONSTRUCTION LIMITED,20,"-"
MANKIND,EQ,MANKIND PHARMA LIMITED,20,"-"
MANOMAY,EQ,MANOMAY TEX INDIA LIMITED,20,"-"
MANORAMA,EQ,MANORAMA INDUSTRIES LIMITED,20,"-"
MANUGRAPH,EQ,MANUGRAPH INDIA LIMITED,20,"-"
MANYAVAR,EQ,VEDANT FASHIONS LIMITED,20,"-"
MAPMYINDIA,EQ,C.E. INFO SYSTEMS LIMITED,20,"-"
MARALOVER,EQ,MARAL OVERSEAS LIMITED,20,"-"
MARATHON,EQ,MARATHON NEXTGEN REALTY LIMITED,20,"-"
MARCO,SM,MARCO CABLES & CONDUCTORS LIMITED,20,"-"
MARKSANS,EQ,MARKSANS PHARMA LIMITED,20,"-"
MASFIN,EQ,MAS FINANCIAL SERVICES LIMITED,20,"-"
MASON,SM,MASON INFRATECH LIMITED,20,"-"
MASPTOP50,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P 500 TOP 50 ETF,20,"-"
MASTEK,EQ,MASTEK LIMITED,20,"-"
MASTERTR,EQ,MASTER TRUST LIMITED,20,"-"
MATRIMONY,EQ,MATRIMONY.COM LIMITED,20,"-"
MAWANASUG,EQ,MAWANA SUGARS LIMITED,20,"-"
MAXESTATES,EQ,MAX ESTATES LIMITED,20,"-"
MAXIND,EQ,MAX INDIA LIMITED,20,"-"
MAXPOSURE,SM,MAXPOSURE LIMITED,20,"-"
MAYURUNIQ,EQ,MAYUR UNIQUOTERS LTD,20,"-"
MAZDOCK,EQ,MAZAGON DOCK SHIPBUILDERS LIMITED,20,"-"
MBAPL,EQ,MADHYA BHARAT AGRO PRODUCTS LIMITED,20,"-"
MBLINFRA,EQ,MBL INFRASTRUCTURE LIMITED,20,"-"
MCLOUD,EQ,MAGELLANIC CLOUD LIMITED,20,"-"
MDL,SM,MARVEL DECOR LIMITED,20,"-"
MEDANTA,EQ,GLOBAL HEALTH LIMITED,20,"-"
MEDIASSIST,EQ,MEDI ASSIST HEALTHCARE SERVICES LIMITED,20,"-"
MEDICAMEQ,EQ,MEDICAMEN BIOTECH LIMITED,20,"-"
MEDICO,EQ,MEDICO REMEDIES LIMITED,20,"-"
MEDPLUS,EQ,MEDPLUS HEALTH SERVICES LIMITED,20,"-"
MEGASTAR,EQ,MEGASTAR FOODS LIMITED,20,"-"
MEGATHERM,SM,MEGATHERM INDUCTION LIMITED,20,"-"
MENONBE,EQ,MENON BEARINGS LIMITED,20,"-"
METAL,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY METAL ETF,20,"-"
METALIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY METAL ETF,20,"-"
METROBRAND,EQ,METRO BRANDS LIMITED,20,"-"
MGEL,EQ,MANGALAM GLOBAL ENTERPRISE LIMITED,20,"-"
MHRIL,EQ,MAHINDRA HOLIDAYS & RESORTS INDIA LIMITED,20,"-"
MICROPRO,SM,MICROPRO SOFTWARE SOLUTIONS LIMITED,20,"-"
MID150BEES,EQ,NIPPON INDIA ETF NIFTY MIDCAP 150,20,"-"
MID150CASE,EQ,ZERODHA FUND HOUSE - ZERODHA NIFTY MIDCAP 150 ETF,20,"-"
MIDCAP,EQ,KOTAK NIFTY MIDCAP 50 ETF,20,"-"
MIDCAPETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF,20,"-"
MIDCAPIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY MIDCAP 150 ETF,20,"-"
MIDHANI,EQ,MISHRA DHATU NIGAM LIMITED,20,"-"
MIDQ50ADD,EQ,DSP  MUTUAL FUND - DSP NIFTY MIDCAP 150 QUALITY 50 ETF,20,"-"
MIDSELIETF,EQ,ICICI PRUDENTIAL BSE MIDCAP SELECT ETF,20,"-"
MIDSMALL,EQ,MIRAEASSETMF-MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF,20,"-"
MINDACORP,EQ,MINDA CORPORATION LIMITED,20,"-"
MINDSPACE,RR,MINDSPACE BUSINESS PARKS REIT,20,"-"
MINDTECK,EQ,MINDTECK (INDIA) LIMITED,20,"-"
MIRCELECTR,EQ,MIRC ELECTRONICS LIMITED,20,"-"
MIRZAINT,EQ,MIRZA INTERNATIONAL LIMITED,20,"-"
MITCON,EQ,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,20,"-"
MITCONPP,E1,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,20,"-"
MITTAL,EQ,MITTAL LIFE STYLE LIMITED,20,"-"
MMFL,EQ,MM FORGINGS LIMITED,20,"-"
MMP,EQ,MMP INDUSTRIES LIMITED,20,"-"
MMTC,EQ,MMTC LIMITED,20,"-"
MNC,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY MNC ETF,20,"-"
MOBIKWIK,EQ,ONE MOBIKWIK SYSTEMS LIMITED,20,"-"
MODEFENCE,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY INDIA DEFENCE ETF,20,"-"
MODISONLTD,EQ,MODISON LIMITED,20,"-"
MOGSEC,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL 5 YEAR G SEC ETF - GROWTH,20,"-"
MOHEALTH,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE HEALTHCARE ETF,20,"-"
MOIL,EQ,MOIL LIMITED,20,"-"
MOKSH,EQ,MOKSH ORNAMENTS LIMITED,20,"-"
MOL,EQ,MEGHMANI ORGANICS LIMITED,20,"-"
MOLDTECH,EQ,MOLD-TEK TECHNOLOGIES LIMITED,20,"-"
MOLDTKPAC,EQ,MOLD-TEK PACKAGING LIMITED,20,"-"
MOLOWVOL,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE LOW VOLATILITY ETF,20,"-"
MOM100,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M100 ETF GO,20,"-"
MOM30IETF,EQ,ICICI PRUDENTIAL MUTUAL FUND -  ICICI PRU NIFTY 200 MOMENTUM 30 ETF,20,"-"
MOM50,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M50 ETF,20,"-"
MOMENTUM,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE NIFTY 200 MO,20,"-"
MOMENTUM50,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 500 MOMENTUM 50 ETF,20,"-"
MOMOMENTUM,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 200 MOMENTUM 30 ETF,20,"-"
MON100,EQ,MOTILAL OSWAL MUTUAL FUND-MOTILAL OSWAL MOST SHARES NASDAQ 100 ETF -GO,20,"-"
MONARCH,EQ,MONARCH NETWORTH CAPITAL LIMITED,20,"-"
MONIFTY500,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 500 ETF,20,"-"
MONQ50,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NASDAQ Q 50 ETF,20,"-"
MONTECARLO,EQ,MONTE CARLO FASHIONS LIMITED,20,"-"
